period,respondent,respondent-name,type,type-name,timezone,timezone-description,value,value-units,region
2025-06-12,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Central,Central,127234,megawatthours,Phoenix
2025-06-12,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Eastern,Eastern,127249,megawatthours,Phoenix
2025-06-12,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Mountain,Mountain,127190,megawatthours,Phoenix
2025-06-12,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Pacific,Pacific,127091,megawatthours,Phoenix
2025-06-12,AZPS,Arizona Public Service Company,NG,Net generation,Arizona,Arizona,80306,megawatthours,Phoenix
2025-06-12,AZPS,Arizona Public Service Company,NG,Net generation,Central,Central,80309,megawatthours,Phoenix
2025-06-12,AZPS,Arizona Public Service Company,NG,Net generation,Eastern,Eastern,79816,megawatthours,Phoenix
2025-06-12,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,80315,megawatthours,Phoenix
2025-06-12,AZPS,Arizona Public Service Company,NG,Net generation,Pacific,Pacific,80306,megawatthours,Phoenix
2025-06-12,AZPS,Arizona Public Service Company,TI,Total interchange,Arizona,Arizona,-42377,megawatthours,Phoenix
2025-06-12,AZPS,Arizona Public Service Company,TI,Total interchange,Central,Central,-42895,megawatthours,Phoenix
2025-06-12,AZPS,Arizona Public Service Company,TI,Total interchange,Eastern,Eastern,-43551,megawatthours,Phoenix
2025-06-12,AZPS,Arizona Public Service Company,TI,Total interchange,Mountain,Mountain,-42614,megawatthours,Phoenix
2025-06-12,AZPS,Arizona Public Service Company,TI,Total interchange,Pacific,Pacific,-42377,megawatthours,Phoenix
2025-06-13,AZPS,Arizona Public Service Company,D,Demand,Arizona,Arizona,119912,megawatthours,Phoenix
2025-06-13,AZPS,Arizona Public Service Company,D,Demand,Central,Central,119907,megawatthours,Phoenix
2025-06-13,AZPS,Arizona Public Service Company,D,Demand,Eastern,Eastern,119872,megawatthours,Phoenix
2025-06-13,AZPS,Arizona Public Service Company,D,Demand,Mountain,Mountain,119887,megawatthours,Phoenix
2025-06-13,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,119912,megawatthours,Phoenix
2025-06-13,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Arizona,Arizona,121940,megawatthours,Phoenix
2025-06-13,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Central,Central,122204,megawatthours,Phoenix
2025-06-13,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Eastern,Eastern,122478,megawatthours,Phoenix
2025-06-13,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Mountain,Mountain,122031,megawatthours,Phoenix
2025-06-13,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Pacific,Pacific,121940,megawatthours,Phoenix
2025-06-13,AZPS,Arizona Public Service Company,NG,Net generation,Arizona,Arizona,81706,megawatthours,Phoenix
2025-06-13,AZPS,Arizona Public Service Company,NG,Net generation,Central,Central,82295,megawatthours,Phoenix
2025-06-13,AZPS,Arizona Public Service Company,NG,Net generation,Eastern,Eastern,82299,megawatthours,Phoenix
2025-06-13,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,82255,megawatthours,Phoenix
2025-06-13,AZPS,Arizona Public Service Company,NG,Net generation,Pacific,Pacific,81706,megawatthours,Phoenix
2025-06-13,AZPS,Arizona Public Service Company,TI,Total interchange,Arizona,Arizona,-38206,megawatthours,Phoenix
2025-06-13,AZPS,Arizona Public Service Company,TI,Total interchange,Central,Central,-37612,megawatthours,Phoenix
2025-06-13,AZPS,Arizona Public Service Company,TI,Total interchange,Eastern,Eastern,-37573,megawatthours,Phoenix
2025-06-13,AZPS,Arizona Public Service Company,TI,Total interchange,Mountain,Mountain,-37632,megawatthours,Phoenix
2025-06-13,AZPS,Arizona Public Service Company,TI,Total interchange,Pacific,Pacific,-38206,megawatthours,Phoenix
2025-06-14,AZPS,Arizona Public Service Company,D,Demand,Arizona,Arizona,122880,megawatthours,Phoenix
2025-06-14,AZPS,Arizona Public Service Company,D,Demand,Central,Central,122464,megawatthours,Phoenix
2025-06-14,AZPS,Arizona Public Service Company,D,Demand,Eastern,Eastern,122192,megawatthours,Phoenix
2025-06-14,AZPS,Arizona Public Service Company,D,Demand,Mountain,Mountain,122734,megawatthours,Phoenix
2025-06-14,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,122880,megawatthours,Phoenix
2025-06-14,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Arizona,Arizona,121263,megawatthours,Phoenix
2025-06-14,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Central,Central,120934,megawatthours,Phoenix
2025-06-14,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Eastern,Eastern,120792,megawatthours,Phoenix
2025-06-14,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Mountain,Mountain,121070,megawatthours,Phoenix
2025-06-14,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Pacific,Pacific,121263,megawatthours,Phoenix
2025-06-14,AZPS,Arizona Public Service Company,NG,Net generation,Arizona,Arizona,81196,megawatthours,Phoenix
2025-06-14,AZPS,Arizona Public Service Company,NG,Net generation,Central,Central,79909,megawatthours,Phoenix
2025-06-14,AZPS,Arizona Public Service Company,NG,Net generation,Eastern,Eastern,79727,megawatthours,Phoenix
2025-06-14,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,80476,megawatthours,Phoenix
2025-06-14,AZPS,Arizona Public Service Company,NG,Net generation,Pacific,Pacific,81196,megawatthours,Phoenix
2025-06-14,AZPS,Arizona Public Service Company,TI,Total interchange,Arizona,Arizona,-41684,megawatthours,Phoenix
2025-06-14,AZPS,Arizona Public Service Company,TI,Total interchange,Central,Central,-42555,megawatthours,Phoenix
2025-06-14,AZPS,Arizona Public Service Company,TI,Total interchange,Eastern,Eastern,-42465,megawatthours,Phoenix
2025-06-14,AZPS,Arizona Public Service Company,TI,Total interchange,Mountain,Mountain,-42258,megawatthours,Phoenix
2025-06-14,AZPS,Arizona Public Service Company,TI,Total interchange,Pacific,Pacific,-41684,megawatthours,Phoenix
2025-06-15,AZPS,Arizona Public Service Company,D,Demand,Arizona,Arizona,129004,megawatthours,Phoenix
2025-06-15,AZPS,Arizona Public Service Company,D,Demand,Central,Central,128184,megawatthours,Phoenix
2025-06-15,AZPS,Arizona Public Service Company,D,Demand,Eastern,Eastern,127812,megawatthours,Phoenix
2025-06-15,AZPS,Arizona Public Service Company,D,Demand,Mountain,Mountain,128621,megawatthours,Phoenix
2025-06-15,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,129004,megawatthours,Phoenix
2025-06-15,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Arizona,Arizona,125863,megawatthours,Phoenix
2025-06-15,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Central,Central,125600,megawatthours,Phoenix
2025-06-15,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Eastern,Eastern,125231,megawatthours,Phoenix
2025-06-15,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Mountain,Mountain,125876,megawatthours,Phoenix
2025-06-15,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Pacific,Pacific,125863,megawatthours,Phoenix
2025-06-15,AZPS,Arizona Public Service Company,NG,Net generation,Arizona,Arizona,84834,megawatthours,Phoenix
2025-06-15,AZPS,Arizona Public Service Company,NG,Net generation,Central,Central,85033,megawatthours,Phoenix
2025-06-15,AZPS,Arizona Public Service Company,NG,Net generation,Eastern,Eastern,85611,megawatthours,Phoenix
2025-06-15,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,84851,megawatthours,Phoenix
2025-06-15,AZPS,Arizona Public Service Company,NG,Net generation,Pacific,Pacific,84834,megawatthours,Phoenix
2025-06-15,AZPS,Arizona Public Service Company,TI,Total interchange,Arizona,Arizona,-44170,megawatthours,Phoenix
2025-06-15,AZPS,Arizona Public Service Company,TI,Total interchange,Central,Central,-43151,megawatthours,Phoenix
2025-06-15,AZPS,Arizona Public Service Company,TI,Total interchange,Eastern,Eastern,-42201,megawatthours,Phoenix
2025-06-15,AZPS,Arizona Public Service Company,TI,Total interchange,Mountain,Mountain,-43770,megawatthours,Phoenix
2025-06-15,AZPS,Arizona Public Service Company,TI,Total interchange,Pacific,Pacific,-44170,megawatthours,Phoenix
2025-06-16,AZPS,Arizona Public Service Company,D,Demand,Arizona,Arizona,137265,megawatthours,Phoenix
2025-06-16,AZPS,Arizona Public Service Company,D,Demand,Central,Central,136394,megawatthours,Phoenix
2025-06-16,AZPS,Arizona Public Service Company,D,Demand,Eastern,Eastern,135979,megawatthours,Phoenix
2025-06-16,AZPS,Arizona Public Service Company,D,Demand,Mountain,Mountain,136835,megawatthours,Phoenix
2025-06-16,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,137265,megawatthours,Phoenix
2025-06-16,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Arizona,Arizona,134012,megawatthours,Phoenix
2025-06-16,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Central,Central,133682,megawatthours,Phoenix
2025-06-16,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Eastern,Eastern,133541,megawatthours,Phoenix
2025-06-16,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Mountain,Mountain,133797,megawatthours,Phoenix
2025-06-16,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Pacific,Pacific,134012,megawatthours,Phoenix
2025-06-16,AZPS,Arizona Public Service Company,NG,Net generation,Arizona,Arizona,91108,megawatthours,Phoenix
2025-06-16,AZPS,Arizona Public Service Company,NG,Net generation,Central,Central,90813,megawatthours,Phoenix
2025-06-16,AZPS,Arizona Public Service Company,NG,Net generation,Eastern,Eastern,90143,megawatthours,Phoenix
2025-06-16,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,91025,megawatthours,Phoenix
2025-06-16,AZPS,Arizona Public Service Company,NG,Net generation,Pacific,Pacific,91108,megawatthours,Phoenix
2025-06-16,AZPS,Arizona Public Service Company,TI,Total interchange,Arizona,Arizona,-46157,megawatthours,Phoenix
2025-06-16,AZPS,Arizona Public Service Company,TI,Total interchange,Central,Central,-45581,megawatthours,Phoenix
2025-06-16,AZPS,Arizona Public Service Company,TI,Total interchange,Eastern,Eastern,-45836,megawatthours,Phoenix
2025-06-16,AZPS,Arizona Public Service Company,TI,Total interchange,Mountain,Mountain,-45810,megawatthours,Phoenix
2025-06-16,AZPS,Arizona Public Service Company,TI,Total interchange,Pacific,Pacific,-46157,megawatthours,Phoenix
2025-06-17,AZPS,Arizona Public Service Company,D,Demand,Arizona,Arizona,139193,megawatthours,Phoenix
2025-06-17,AZPS,Arizona Public Service Company,D,Demand,Central,Central,139615,megawatthours,Phoenix
2025-06-17,AZPS,Arizona Public Service Company,D,Demand,Eastern,Eastern,139887,megawatthours,Phoenix
2025-06-17,AZPS,Arizona Public Service Company,D,Demand,Mountain,Mountain,139370,megawatthours,Phoenix
2025-06-17,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,139193,megawatthours,Phoenix
2025-06-17,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Arizona,Arizona,136181,megawatthours,Phoenix
2025-06-17,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Central,Central,136241,megawatthours,Phoenix
2025-06-17,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Eastern,Eastern,136278,megawatthours,Phoenix
2025-06-17,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Mountain,Mountain,136233,megawatthours,Phoenix
2025-06-17,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Pacific,Pacific,136181,megawatthours,Phoenix
2025-06-17,AZPS,Arizona Public Service Company,NG,Net generation,Arizona,Arizona,84923,megawatthours,Phoenix
2025-06-17,AZPS,Arizona Public Service Company,NG,Net generation,Central,Central,85777,megawatthours,Phoenix
2025-06-17,AZPS,Arizona Public Service Company,NG,Net generation,Eastern,Eastern,86534,megawatthours,Phoenix
2025-06-17,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,85140,megawatthours,Phoenix
2025-06-17,AZPS,Arizona Public Service Company,NG,Net generation,Pacific,Pacific,84923,megawatthours,Phoenix
2025-06-17,AZPS,Arizona Public Service Company,TI,Total interchange,Arizona,Arizona,-54270,megawatthours,Phoenix
2025-06-17,AZPS,Arizona Public Service Company,TI,Total interchange,Central,Central,-53838,megawatthours,Phoenix
2025-06-17,AZPS,Arizona Public Service Company,TI,Total interchange,Eastern,Eastern,-53353,megawatthours,Phoenix
2025-06-17,AZPS,Arizona Public Service Company,TI,Total interchange,Mountain,Mountain,-54230,megawatthours,Phoenix
2025-06-17,AZPS,Arizona Public Service Company,TI,Total interchange,Pacific,Pacific,-54270,megawatthours,Phoenix
2025-06-18,AZPS,Arizona Public Service Company,D,Demand,Arizona,Arizona,141064,megawatthours,Phoenix
2025-06-18,AZPS,Arizona Public Service Company,D,Demand,Central,Central,141257,megawatthours,Phoenix
2025-06-18,AZPS,Arizona Public Service Company,D,Demand,Eastern,Eastern,141227,megawatthours,Phoenix
2025-06-18,AZPS,Arizona Public Service Company,D,Demand,Mountain,Mountain,141241,megawatthours,Phoenix
2025-06-18,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,141064,megawatthours,Phoenix
2025-06-18,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Arizona,Arizona,136814,megawatthours,Phoenix
2025-06-18,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Central,Central,136728,megawatthours,Phoenix
2025-06-18,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Eastern,Eastern,136679,megawatthours,Phoenix
2025-06-18,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Mountain,Mountain,136760,megawatthours,Phoenix
2025-06-18,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Pacific,Pacific,136814,megawatthours,Phoenix
2025-06-18,AZPS,Arizona Public Service Company,NG,Net generation,Arizona,Arizona,81524,megawatthours,Phoenix
2025-06-18,AZPS,Arizona Public Service Company,NG,Net generation,Central,Central,81998,megawatthours,Phoenix
2025-06-18,AZPS,Arizona Public Service Company,NG,Net generation,Eastern,Eastern,81950,megawatthours,Phoenix
2025-06-18,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,82043,megawatthours,Phoenix
2025-06-18,AZPS,Arizona Public Service Company,NG,Net generation,Pacific,Pacific,81524,megawatthours,Phoenix
2025-06-18,AZPS,Arizona Public Service Company,TI,Total interchange,Arizona,Arizona,-59540,megawatthours,Phoenix
2025-06-18,AZPS,Arizona Public Service Company,TI,Total interchange,Central,Central,-59259,megawatthours,Phoenix
2025-06-18,AZPS,Arizona Public Service Company,TI,Total interchange,Eastern,Eastern,-59277,megawatthours,Phoenix
2025-06-18,AZPS,Arizona Public Service Company,TI,Total interchange,Mountain,Mountain,-59198,megawatthours,Phoenix
2025-06-18,AZPS,Arizona Public Service Company,TI,Total interchange,Pacific,Pacific,-59540,megawatthours,Phoenix
2025-06-19,AZPS,Arizona Public Service Company,D,Demand,Arizona,Arizona,140832,megawatthours,Phoenix
2025-06-19,AZPS,Arizona Public Service Company,D,Demand,Central,Central,140776,megawatthours,Phoenix
2025-06-19,AZPS,Arizona Public Service Company,D,Demand,Eastern,Eastern,140755,megawatthours,Phoenix
2025-06-19,AZPS,Arizona Public Service Company,D,Demand,Mountain,Mountain,140842,megawatthours,Phoenix
2025-06-19,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,140832,megawatthours,Phoenix
2025-06-19,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Arizona,Arizona,138498,megawatthours,Phoenix
2025-06-19,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Central,Central,138383,megawatthours,Phoenix
2025-06-19,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Eastern,Eastern,138221,megawatthours,Phoenix
2025-06-19,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Mountain,Mountain,138516,megawatthours,Phoenix
2025-06-19,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Pacific,Pacific,138498,megawatthours,Phoenix
2025-06-19,AZPS,Arizona Public Service Company,NG,Net generation,Arizona,Arizona,81017,megawatthours,Phoenix
2025-06-19,AZPS,Arizona Public Service Company,NG,Net generation,Central,Central,81567,megawatthours,Phoenix
2025-06-19,AZPS,Arizona Public Service Company,NG,Net generation,Eastern,Eastern,82264,megawatthours,Phoenix
2025-06-19,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,81077,megawatthours,Phoenix
2025-06-19,AZPS,Arizona Public Service Company,NG,Net generation,Pacific,Pacific,81017,megawatthours,Phoenix
2025-06-19,AZPS,Arizona Public Service Company,TI,Total interchange,Arizona,Arizona,-59815,megawatthours,Phoenix
2025-06-19,AZPS,Arizona Public Service Company,TI,Total interchange,Central,Central,-59209,megawatthours,Phoenix
2025-06-19,AZPS,Arizona Public Service Company,TI,Total interchange,Eastern,Eastern,-58491,megawatthours,Phoenix
2025-06-19,AZPS,Arizona Public Service Company,TI,Total interchange,Mountain,Mountain,-59765,megawatthours,Phoenix
2025-06-19,AZPS,Arizona Public Service Company,TI,Total interchange,Pacific,Pacific,-59815,megawatthours,Phoenix
2025-06-20,AZPS,Arizona Public Service Company,D,Demand,Arizona,Arizona,128192,megawatthours,Phoenix
2025-06-20,AZPS,Arizona Public Service Company,D,Demand,Central,Central,128678,megawatthours,Phoenix
2025-06-20,AZPS,Arizona Public Service Company,D,Demand,Eastern,Eastern,129248,megawatthours,Phoenix
2025-06-20,AZPS,Arizona Public Service Company,D,Demand,Mountain,Mountain,128340,megawatthours,Phoenix
2025-06-20,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,128192,megawatthours,Phoenix
2025-06-20,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Arizona,Arizona,129460,megawatthours,Phoenix
2025-06-20,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Central,Central,130010,megawatthours,Phoenix
2025-06-20,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Eastern,Eastern,130529,megawatthours,Phoenix
2025-06-20,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Mountain,Mountain,129601,megawatthours,Phoenix
2025-06-20,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Pacific,Pacific,129460,megawatthours,Phoenix
2025-06-20,AZPS,Arizona Public Service Company,NG,Net generation,Arizona,Arizona,78948,megawatthours,Phoenix
2025-06-20,AZPS,Arizona Public Service Company,NG,Net generation,Central,Central,78243,megawatthours,Phoenix
2025-06-20,AZPS,Arizona Public Service Company,NG,Net generation,Eastern,Eastern,78245,megawatthours,Phoenix
2025-06-20,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,78695,megawatthours,Phoenix
2025-06-20,AZPS,Arizona Public Service Company,NG,Net generation,Pacific,Pacific,78948,megawatthours,Phoenix
2025-06-20,AZPS,Arizona Public Service Company,TI,Total interchange,Arizona,Arizona,-49244,megawatthours,Phoenix
2025-06-20,AZPS,Arizona Public Service Company,TI,Total interchange,Central,Central,-50435,megawatthours,Phoenix
2025-06-20,AZPS,Arizona Public Service Company,TI,Total interchange,Eastern,Eastern,-51003,megawatthours,Phoenix
2025-06-20,AZPS,Arizona Public Service Company,TI,Total interchange,Mountain,Mountain,-49645,megawatthours,Phoenix
2025-06-20,AZPS,Arizona Public Service Company,TI,Total interchange,Pacific,Pacific,-49244,megawatthours,Phoenix
2025-06-21,AZPS,Arizona Public Service Company,D,Demand,Arizona,Arizona,121415,megawatthours,Phoenix
2025-06-21,AZPS,Arizona Public Service Company,D,Demand,Central,Central,122470,megawatthours,Phoenix
2025-06-21,AZPS,Arizona Public Service Company,D,Demand,Eastern,Eastern,122688,megawatthours,Phoenix
2025-06-21,AZPS,Arizona Public Service Company,D,Demand,Mountain,Mountain,121910,megawatthours,Phoenix
2025-06-21,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,121415,megawatthours,Phoenix
2025-06-21,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Arizona,Arizona,117363,megawatthours,Phoenix
2025-06-21,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Central,Central,118181,megawatthours,Phoenix
2025-06-21,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Eastern,Eastern,118854,megawatthours,Phoenix
2025-06-21,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Mountain,Mountain,117596,megawatthours,Phoenix
2025-06-21,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Pacific,Pacific,117363,megawatthours,Phoenix
2025-06-21,AZPS,Arizona Public Service Company,NG,Net generation,Arizona,Arizona,72033,megawatthours,Phoenix
2025-06-21,AZPS,Arizona Public Service Company,NG,Net generation,Central,Central,72813,megawatthours,Phoenix
2025-06-21,AZPS,Arizona Public Service Company,NG,Net generation,Eastern,Eastern,72696,megawatthours,Phoenix
2025-06-21,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,72384,megawatthours,Phoenix
2025-06-21,AZPS,Arizona Public Service Company,NG,Net generation,Pacific,Pacific,72033,megawatthours,Phoenix
2025-06-21,AZPS,Arizona Public Service Company,TI,Total interchange,Arizona,Arizona,-49382,megawatthours,Phoenix
2025-06-21,AZPS,Arizona Public Service Company,TI,Total interchange,Central,Central,-49657,megawatthours,Phoenix
2025-06-21,AZPS,Arizona Public Service Company,TI,Total interchange,Eastern,Eastern,-49992,megawatthours,Phoenix
2025-06-21,AZPS,Arizona Public Service Company,TI,Total interchange,Mountain,Mountain,-49526,megawatthours,Phoenix
2025-06-21,AZPS,Arizona Public Service Company,TI,Total interchange,Pacific,Pacific,-49382,megawatthours,Phoenix
2025-06-22,AZPS,Arizona Public Service Company,D,Demand,Arizona,Arizona,113776,megawatthours,Phoenix
2025-06-22,AZPS,Arizona Public Service Company,D,Demand,Central,Central,113608,megawatthours,Phoenix
2025-06-22,AZPS,Arizona Public Service Company,D,Demand,Eastern,Eastern,113638,megawatthours,Phoenix
2025-06-22,AZPS,Arizona Public Service Company,D,Demand,Mountain,Mountain,113659,megawatthours,Phoenix
2025-06-22,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,113776,megawatthours,Phoenix
2025-06-22,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Arizona,Arizona,111533,megawatthours,Phoenix
2025-06-22,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Central,Central,111751,megawatthours,Phoenix
2025-06-22,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Eastern,Eastern,111554,megawatthours,Phoenix
2025-06-22,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Mountain,Mountain,111845,megawatthours,Phoenix
2025-06-22,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Pacific,Pacific,111533,megawatthours,Phoenix
2025-06-22,AZPS,Arizona Public Service Company,NG,Net generation,Arizona,Arizona,70288,megawatthours,Phoenix
2025-06-22,AZPS,Arizona Public Service Company,NG,Net generation,Central,Central,70165,megawatthours,Phoenix
2025-06-22,AZPS,Arizona Public Service Company,NG,Net generation,Eastern,Eastern,70275,megawatthours,Phoenix
2025-06-22,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,70154,megawatthours,Phoenix
2025-06-22,AZPS,Arizona Public Service Company,NG,Net generation,Pacific,Pacific,70288,megawatthours,Phoenix
2025-06-22,AZPS,Arizona Public Service Company,TI,Total interchange,Arizona,Arizona,-43488,megawatthours,Phoenix
2025-06-22,AZPS,Arizona Public Service Company,TI,Total interchange,Central,Central,-43443,megawatthours,Phoenix
2025-06-22,AZPS,Arizona Public Service Company,TI,Total interchange,Eastern,Eastern,-43363,megawatthours,Phoenix
2025-06-22,AZPS,Arizona Public Service Company,TI,Total interchange,Mountain,Mountain,-43505,megawatthours,Phoenix
2025-06-22,AZPS,Arizona Public Service Company,TI,Total interchange,Pacific,Pacific,-43488,megawatthours,Phoenix
2025-06-23,AZPS,Arizona Public Service Company,D,Demand,Arizona,Arizona,120139,megawatthours,Phoenix
2025-06-23,AZPS,Arizona Public Service Company,D,Demand,Central,Central,120089,megawatthours,Phoenix
2025-06-23,AZPS,Arizona Public Service Company,D,Demand,Eastern,Eastern,119992,megawatthours,Phoenix
2025-06-23,AZPS,Arizona Public Service Company,D,Demand,Mountain,Mountain,120173,megawatthours,Phoenix
2025-06-23,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,120139,megawatthours,Phoenix
2025-06-23,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Arizona,Arizona,111322,megawatthours,Phoenix
2025-06-23,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Central,Central,111361,megawatthours,Phoenix
2025-06-23,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Eastern,Eastern,111463,megawatthours,Phoenix
2025-06-23,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Mountain,Mountain,111296,megawatthours,Phoenix
2025-06-23,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Pacific,Pacific,111322,megawatthours,Phoenix
2025-06-23,AZPS,Arizona Public Service Company,NG,Net generation,Arizona,Arizona,74091,megawatthours,Phoenix
2025-06-23,AZPS,Arizona Public Service Company,NG,Net generation,Central,Central,74219,megawatthours,Phoenix
2025-06-23,AZPS,Arizona Public Service Company,NG,Net generation,Eastern,Eastern,74105,megawatthours,Phoenix
2025-06-23,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,74398,megawatthours,Phoenix
2025-06-23,AZPS,Arizona Public Service Company,NG,Net generation,Pacific,Pacific,74091,megawatthours,Phoenix
2025-06-23,AZPS,Arizona Public Service Company,TI,Total interchange,Arizona,Arizona,-46048,megawatthours,Phoenix
2025-06-23,AZPS,Arizona Public Service Company,TI,Total interchange,Central,Central,-45870,megawatthours,Phoenix
2025-06-23,AZPS,Arizona Public Service Company,TI,Total interchange,Eastern,Eastern,-45887,megawatthours,Phoenix
2025-06-23,AZPS,Arizona Public Service Company,TI,Total interchange,Mountain,Mountain,-45775,megawatthours,Phoenix
2025-06-23,AZPS,Arizona Public Service Company,TI,Total interchange,Pacific,Pacific,-46048,megawatthours,Phoenix
2025-06-24,AZPS,Arizona Public Service Company,D,Demand,Arizona,Arizona,118570,megawatthours,Phoenix
2025-06-24,AZPS,Arizona Public Service Company,D,Demand,Central,Central,118962,megawatthours,Phoenix
2025-06-24,AZPS,Arizona Public Service Company,D,Demand,Eastern,Eastern,119169,megawatthours,Phoenix
2025-06-24,AZPS,Arizona Public Service Company,D,Demand,Mountain,Mountain,118778,megawatthours,Phoenix
2025-06-24,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,118570,megawatthours,Phoenix
2025-06-24,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Arizona,Arizona,114754,megawatthours,Phoenix
2025-06-24,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Central,Central,114827,megawatthours,Phoenix
2025-06-24,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Eastern,Eastern,114824,megawatthours,Phoenix
2025-06-24,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Mountain,Mountain,114824,megawatthours,Phoenix
2025-06-24,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Pacific,Pacific,114754,megawatthours,Phoenix
